farm_id,year,n_turb,capacity_kW,n_hours,wake_model,AEP_kWh,CF,WakeLoss,Volatility_kW,CV,P5_kW,P95_kW,RampFreq,low_hours,high_hours
168,2022,3,30000.0,7344,gaussian,58965796.3,0.2676,0.0432,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
168,2022,3,30000.0,7344,jensen,57980918.5,0.2632,0.0592,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
168,2022,3,30000.0,7344,curl,58675871.0,0.2663,0.0479,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
169,2022,3,30000.0,7489,gaussian,76073103.3,0.3386,0.0380,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
169,2022,3,30000.0,7489,jensen,75022007.5,0.3339,0.0513,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
169,2022,3,30000.0,7489,curl,75708886.7,0.3370,0.0426,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
0,2023,928,9280000.0,7796,gaussian,27020104275.3,0.3735,0.1319,2996681.1,0.8646,136669.2,8551520.0,0.0436,0.2447,0.1843
0,2023,928,9280000.0,7796,jensen,26911664718.4,0.3720,0.1354,2996743.8,0.8681,137032.0,8551520.0,0.0432,0.2495,0.1830
0,2023,928,9280000.0,7796,curl,27155436548.3,0.3754,0.1276,3003285.5,0.8622,137094.0,8551520.0,0.0432,0.2437,0.1869
168,2023,3,30000.0,7397,gaussian,62510306.8,0.2817,0.0381,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
168,2023,3,30000.0,7397,jensen,61523858.7,0.2772,0.0533,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
168,2023,3,30000.0,7397,curl,62216116.4,0.2804,0.0426,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
169,2023,3,30000.0,7556,gaussian,83495052.6,0.3683,0.0299,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
169,2023,3,30000.0,7556,jensen,82534719.9,0.3641,0.0411,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
169,2023,3,30000.0,7556,curl,83158668.3,0.3669,0.0338,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
0,2024,928,9280000.0,7949,gaussian,28901865926.4,0.3918,0.1293,2993688.9,0.8234,164462.3,8551520.0,0.0457,0.2223,0.1947
0,2024,928,9280000.0,7949,jensen,28758503206.0,0.3899,0.1337,2995145.4,0.8279,162094.8,8551520.0,0.0421,0.2317,0.1921
0,2024,928,9280000.0,7949,curl,29034776882.9,0.3936,0.1253,3000329.8,0.8214,165126.3,8551520.0,0.0443,0.2241,0.1961
168,2024,3,30000.0,7345,gaussian,59525856.3,0.2701,0.0421,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
168,2024,3,30000.0,7345,jensen,58583323.1,0.2659,0.0573,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
168,2024,3,30000.0,7345,curl,59238698.0,0.2688,0.0468,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
169,2024,3,30000.0,7620,gaussian,83051144.3,0.3633,0.0326,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
169,2024,3,30000.0,7620,jensen,82110034.9,0.3592,0.0436,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
169,2024,3,30000.0,7620,curl,82719486.6,0.3619,0.0365,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
2,2014,183,1830000.0,8044,gaussian,6892658738.3,0.4682,0.1761,640390.2,0.7474,23145.2,1686345.0,0.0377,0.2080,0.2888
2,2014,183,1830000.0,8044,jensen,6480515589.8,0.4402,0.2253,635012.2,0.7882,21309.8,1686345.0,0.0337,0.2325,0.2575
2,2014,183,1830000.0,8044,curl,6842446037.0,0.4648,0.1821,641295.3,0.7539,22165.8,1686345.0,0.0351,0.2117,0.2883
10,2014,2,20000.0,8279,gaussian,99187968.5,0.5990,0.0164,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
10,2014,2,20000.0,8279,jensen,98496596.4,0.5949,0.0232,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
10,2014,2,20000.0,8279,curl,98976768.9,0.5978,0.0185,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
2,2015,183,1830000.0,8328,gaussian,7617047327.5,0.4998,0.1720,631756.4,0.6907,36149.2,1686345.0,0.0413,0.1557,0.3219
2,2015,183,1830000.0,8328,jensen,7170658882.7,0.4705,0.2205,632597.3,0.7347,31521.3,1686345.0,0.0412,0.1798,0.2926
2,2015,183,1830000.0,8328,curl,7558298239.0,0.4959,0.1784,633535.3,0.6981,33840.3,1686345.0,0.0395,0.1599,0.3205
10,2015,2,20000.0,8216,gaussian,103875463.3,0.6322,0.0102,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
10,2015,2,20000.0,8216,jensen,103387202.8,0.6292,0.0149,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
10,2015,2,20000.0,8216,curl,103733788.2,0.6313,0.0116,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
2,2016,204,2040000.0,8204,gaussian,7645523253.5,0.4568,0.1833,702512.0,0.7538,34769.9,1879860.0,0.0346,0.1999,0.2722
2,2016,204,2040000.0,8204,jensen,7182138625.9,0.4291,0.2328,695411.8,0.7944,30523.6,1879860.0,0.0297,0.2245,0.2435
2,2016,204,2040000.0,8204,curl,7594506425.4,0.4538,0.1887,703405.9,0.7599,32977.4,1879860.0,0.0333,0.2025,0.2702
10,2016,2,20000.0,8235,gaussian,93731511.0,0.5691,0.0134,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
10,2016,2,20000.0,8235,jensen,93176681.0,0.5657,0.0193,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
10,2016,2,20000.0,8235,curl,93562381.1,0.5681,0.0152,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
148,2016,2,20000.0,7972,gaussian,70160990.1,0.4400,0.0178,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
148,2016,2,20000.0,7972,jensen,69625297.6,0.4367,0.0253,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
148,2016,2,20000.0,7972,curl,69995337.8,0.4390,0.0201,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
2,2017,233,2330000.0,8203,gaussian,8715067194.3,0.4560,0.1909,806965.0,0.7596,36439.0,2147095.0,0.0400,0.2016,0.2808
2,2017,233,2330000.0,8203,jensen,8210916593.0,0.4296,0.2377,801232.0,0.8005,33216.3,2147095.0,0.0389,0.2255,0.2495
2,2017,233,2330000.0,8203,curl,8667958669.0,0.4535,0.1953,808276.1,0.7649,35118.8,2147095.0,0.0401,0.2050,0.2799
10,2017,2,20000.0,8252,gaussian,102546677.3,0.6213,0.0100,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
10,2017,2,20000.0,8252,jensen,102072521.2,0.6185,0.0146,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
10,2017,2,20000.0,8252,curl,102410745.0,0.6205,0.0113,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
2,2018,274,2740000.0,8134,gaussian,10246922765.6,0.4598,0.1929,948945.2,0.7533,40971.2,2524910.0,0.0414,0.2001,0.2798
2,2018,274,2740000.0,8134,jensen,9725037605.1,0.4364,0.2340,939944.1,0.7862,37862.3,2524910.0,0.0352,0.2207,0.2506
2,2018,274,2740000.0,8134,curl,10216236835.7,0.4584,0.1953,949947.3,0.7563,40363.8,2524910.0,0.0408,0.2022,0.2793
5,2018,3,30000.0,8251,gaussian,150408995.3,0.6076,0.0011,10296.1,0.5648,1124.1,27645.0,0.0392,0.1160,0.4758
5,2018,3,30000.0,8251,jensen,150441621.7,0.6078,0.0009,10294.7,0.5646,1129.3,27645.0,0.0390,0.1156,0.4757
5,2018,3,30000.0,8251,curl,150413938.3,0.6077,0.0010,10296.1,0.5648,1124.9,27645.0,0.0390,0.1160,0.4756
58,2018,2,20000.0,7929,gaussian,66710044.5,0.4207,0.0003,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
58,2018,2,20000.0,7929,jensen,66716341.5,0.4207,0.0002,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
58,2018,2,20000.0,7929,curl,66711879.1,0.4207,0.0002,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
2,2019,321,3210000.0,8156,gaussian,12262224827.0,0.4684,0.1848,1101735.5,0.7328,65893.3,2958015.0,0.0428,0.1724,0.2898
2,2019,321,3210000.0,8156,jensen,11737873927.2,0.4483,0.2196,1094633.6,0.7606,61984.0,2958015.0,0.0400,0.1878,0.2636
2,2019,321,3210000.0,8156,curl,12245393973.7,0.4677,0.1859,1102623.0,0.7344,65424.5,2958015.0,0.0430,0.1739,0.2891
5,2019,174,1740000.0,8296,gaussian,8404056229.2,0.5822,0.0537,591356.4,0.5838,60928.3,1603410.0,0.0454,0.1073,0.4309
5,2019,174,1740000.0,8296,jensen,8436237294.9,0.5844,0.0501,590386.1,0.5806,62784.9,1603410.0,0.0435,0.1066,0.4336
5,2019,174,1740000.0,8296,curl,8428839549.2,0.5839,0.0510,591084.0,0.5818,62229.8,1603410.0,0.0440,0.1063,0.4333
58,2019,2,20000.0,7967,gaussian,69984968.6,0.4392,0.0003,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
58,2019,2,20000.0,7967,jensen,69992323.4,0.4393,0.0002,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
58,2019,2,20000.0,7967,curl,69987203.2,0.4392,0.0002,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
2,2020,572,5720000.0,8211,gaussian,25119436462.3,0.5348,0.1295,2051572.5,0.6706,100406.1,5270980.0,0.0391,0.1824,0.3859
2,2020,572,5720000.0,8211,jensen,24714900464.6,0.5262,0.1435,2041652.5,0.6783,99530.8,5270980.0,0.0353,0.1878,0.3693
2,2020,572,5720000.0,8211,curl,25209292742.5,0.5367,0.1263,2050947.1,0.6680,101542.7,5270980.0,0.0385,0.1813,0.3881
5,2020,174,1740000.0,8287,gaussian,8559455091.9,0.5936,0.0465,603994.1,0.5848,55479.6,1603410.0,0.0375,0.1248,0.4651
5,2020,174,1740000.0,8287,jensen,8594233081.4,0.5960,0.0426,602921.1,0.5814,56412.6,1603410.0,0.0377,0.1232,0.4672
5,2020,174,1740000.0,8287,curl,8583718464.9,0.5953,0.0438,603497.6,0.5826,56241.5,1603410.0,0.0379,0.1240,0.4670
58,2020,2,20000.0,8015,gaussian,77684739.5,0.4846,0.0003,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
58,2020,2,20000.0,8015,jensen,77693338.6,0.4847,0.0002,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
58,2020,2,20000.0,8015,curl,77687182.1,0.4846,0.0002,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
170,2020,3,30000.0,7416,gaussian,105958290.4,0.4763,0.0072,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
170,2020,3,30000.0,7416,jensen,105580488.4,0.4746,0.0107,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
170,2020,3,30000.0,7416,curl,105851197.9,0.4758,0.0082,0.0,0.0000,0.0,0.0,0.0000,0.0000,0.0000
2,2021,572,5720000.0,8222,gaussian,21691479738.1,0.4612,0.1683,1970659.8,0.7470,88937.2,5270980.0,0.0406,0.1937,0.2808
2,2021,572,5720000.0,8222,jensen,21255293524.7,0.4520,0.1850,1952201.2,0.7552,89713.2,5270980.0,0.0372,0.1986,0.2599
2,2021,572,5720000.0,8222,curl,21788336872.0,0.4633,0.1646,1970876.2,0.7437,90965.0,5270980.0,0.0410,0.1922,0.2834
5,2021,334,3340000.0,8136,gaussian,14215420068.6,0.5231,0.0637,1183989.7,0.6776,76261.1,3077810.0,0.0506,0.1654,0.3707
5,2021,334,3340000.0,8136,jensen,14301220364.6,0.5263,0.0581,1182910.1,0.6730,78423.6,3077810.0,0.0505,0.1624,0.3739
5,2021,334,3340000.0,8136,curl,14277407860.3,0.5254,0.0596,1183682.4,0.6745,77567.6,3077810.0,0.0505,0.1636,0.3733
7,2021,284,2840000.0,8211,gaussian,11317935593.5,0.4853,0.1467,1006907.4,0.7305,51580.2,2617060.0,0.0495,0.1975,0.3254
7,2021,284,2840000.0,8211,jensen,11199104586.5,0.4803,0.1556,1005494.2,0.7372,48776.4,2617060.0,0.0440,0.2007,0.3171
7,2021,284,2840000.0,8211,curl,11376876406.1,0.4879,0.1422,1007535.6,0.7272,50840.2,2617060.0,0.0463,0.1946,0.3297
9,2021,267,2670000.0,7701,gaussian,8982533983.7,0.4369,0.1544,957218.4,0.8207,28430.4,2460405.0,0.0436,0.2515,0.2865
9,2021,267,2670000.0,7701,jensen,8775227039.5,0.4268,0.1740,956200.9,0.8391,28378.2,2460405.0,0.0403,0.2648,0.2714
9,2021,267,2670000.0,7701,curl,8994038935.1,0.4374,0.1534,958623.9,0.8208,28055.5,2460405.0,0.0422,0.2520,0.2872
10,2021,186,1860000.0,7866,gaussian,7784896812.5,0.5321,0.0761,647513.6,0.6543,41659.3,1713990.0,0.0473,0.1566,0.3614
10,2021,186,1860000.0,7866,jensen,7788572816.4,0.5323,0.0757,647885.5,0.6543,40326.7,1713990.0,0.0453,0.1569,0.3631
10,2021,186,1860000.0,7866,curl,7808065360.9,0.5337,0.0733,647992.1,0.6528,41764.6,1713990.0,0.0445,0.1560,0.3651
11,2021,208,2080000.0,8212,gaussian,8631271312.4,0.5053,0.1361,728482.6,0.6931,43840.2,1916720.0,0.0499,0.1727,0.3366
11,2021,208,2080000.0,8212,jensen,8442166851.6,0.4942,0.1550,728001.9,0.7082,41145.1,1916720.0,0.0451,0.1813,0.3217
11,2021,208,2080000.0,8212,curl,8640096290.3,0.5058,0.1352,729398.0,0.6933,43954.2,1916720.0,0.0476,0.1713,0.3369
13,2021,215,2150000.0,7719,gaussian,6200912960.0,0.3736,0.2024,731542.0,0.9106,19395.1,1981225.0,0.0523,0.2908,0.2118
13,2021,215,2150000.0,7719,jensen,5942226464.8,0.3581,0.2357,724502.7,0.9411,18683.8,1981225.0,0.0429,0.3076,0.1972
13,2021,215,2150000.0,7719,curl,6199956433.9,0.3736,0.2025,732767.3,0.9123,18766.2,1981225.0,0.0453,0.2898,0.2135
15,2021,44,440000.0,8164,gaussian,1617877026.0,0.4504,0.1462,151581.4,0.7649,8060.0,405460.0,0.0608,0.1986,0.2722
15,2021,44,440000.0,8164,jensen,1555967948.1,0.4332,0.1789,151192.7,0.7933,7120.4,405460.0,0.0545,0.2164,0.2556
15,2021,44,440000.0,8164,curl,1608138997.0,0.4477,0.1514,151675.8,0.7700,7619.3,405460.0,0.0564,0.2026,0.2690
16,2021,178,1780000.0,8140,gaussian,7579994844.6,0.5231,0.0972,624860.0,0.6710,40467.5,1640270.0,0.0429,0.1595,0.3667
16,2021,178,1780000.0,8140,jensen,7512660759.1,0.5185,0.1052,625193.9,0.6774,39445.6,1640270.0,0.0419,0.1613,0.3613
16,2021,178,1780000.0,8140,curl,7591012357.8,0.5239,0.0959,625520.3,0.6708,40815.0,1640270.0,0.0429,0.1588,0.3688
17,2021,175,1750000.0,8294,gaussian,6230863073.1,0.4293,0.1769,601680.9,0.8009,24815.8,1612625.0,0.0743,0.2091,0.2575
17,2021,175,1750000.0,8294,jensen,6106037679.0,0.4207,0.1934,600455.4,0.8156,23467.6,1612625.0,0.0609,0.2215,0.2480
17,2021,175,1750000.0,8294,curl,6256497971.6,0.4311,0.1735,601903.1,0.7979,24734.4,1612625.0,0.0662,0.2070,0.2597
18,2021,151,1510000.0,8206,gaussian,6360291306.6,0.5133,0.1058,529262.5,0.6829,36080.3,1391465.0,0.0446,0.1672,0.3483
18,2021,151,1510000.0,8206,jensen,6282586544.9,0.5070,0.1167,529029.2,0.6910,34177.9,1391465.0,0.0408,0.1726,0.3395
18,2021,151,1510000.0,8206,curl,6363700835.3,0.5136,0.1053,529883.6,0.6833,36045.1,1391465.0,0.0428,0.1678,0.3495
20,2021,167,1670000.0,8152,gaussian,6937301428.5,0.5096,0.1270,587928.8,0.6909,33590.7,1538905.0,0.0409,0.1697,0.3474
20,2021,167,1670000.0,8152,jensen,6821342615.6,0.5011,0.1416,588215.7,0.7030,31568.8,1538905.0,0.0389,0.1793,0.3372
20,2021,167,1670000.0,8152,curl,6946473066.0,0.5103,0.1259,588730.6,0.6909,33742.2,1538905.0,0.0397,0.1705,0.3499
22,2021,161,1610000.0,8147,gaussian,5469440932.4,0.4170,0.2014,532810.1,0.7936,27340.9,1483615.0,0.0437,0.2164,0.2220
22,2021,161,1610000.0,8147,jensen,5162196405.8,0.3936,0.2463,527073.2,0.8318,24618.4,1483615.0,0.0405,0.2382,0.1985
22,2021,161,1610000.0,8147,curl,5440453965.8,0.4148,0.2057,533557.5,0.7990,26931.2,1483615.0,0.0415,0.2193,0.2213
23,2021,75,750000.0,8154,gaussian,3043052939.5,0.4976,0.1282,266238.9,0.7134,13160.4,691125.0,0.0542,0.1849,0.3404
23,2021,75,750000.0,8154,jensen,2962358811.8,0.4844,0.1513,266111.6,0.7325,11242.2,691125.0,0.0526,0.1949,0.3239
23,2021,75,750000.0,8154,curl,3036209919.5,0.4965,0.1302,266375.1,0.7154,12842.6,691125.0,0.0530,0.1848,0.3404
25,2021,152,1520000.0,8233,gaussian,6185413879.8,0.4943,0.1144,519909.2,0.6920,33740.8,1400680.0,0.0419,0.1646,0.3062
25,2021,152,1520000.0,8233,jensen,6073958530.8,0.4854,0.1303,516437.3,0.7000,33170.6,1400680.0,0.0366,0.1696,0.2884
25,2021,152,1520000.0,8233,curl,6184865640.1,0.4942,0.1144,519947.4,0.6921,33721.4,1400680.0,0.0397,0.1654,0.3056
26,2021,140,1400000.0,8322,gaussian,5656224991.4,0.4855,0.1125,481786.3,0.7089,32111.6,1290100.0,0.0512,0.1674,0.3068
26,2021,140,1400000.0,8322,jensen,5635011074.3,0.4837,0.1158,481573.5,0.7112,30629.1,1290100.0,0.0492,0.1693,0.3044
26,2021,140,1400000.0,8322,curl,5676213880.2,0.4872,0.1094,482121.1,0.7068,32007.0,1290100.0,0.0498,0.1669,0.3095
27,2021,138,1380000.0,8195,gaussian,5885891089.6,0.5205,0.1139,482886.0,0.6723,31539.9,1271670.0,0.0408,0.1569,0.3579
27,2021,138,1380000.0,8195,jensen,5732070536.6,0.5069,0.1371,480567.1,0.6871,30193.1,1271670.0,0.0373,0.1666,0.3290
27,2021,138,1380000.0,8195,curl,5872802851.9,0.5193,0.1159,483226.5,0.6743,31389.5,1271670.0,0.0404,0.1583,0.3561
29,2021,131,1310000.0,8186,gaussian,5179440566.8,0.4830,0.1448,451362.3,0.7134,26762.9,1207165.0,0.0443,0.1759,0.2999
29,2021,131,1310000.0,8186,jensen,5073494881.5,0.4731,0.1623,450136.5,0.7263,25279.4,1207165.0,0.0425,0.1832,0.2849
29,2021,131,1310000.0,8186,curl,5182767640.6,0.4833,0.1442,451718.5,0.7135,26796.8,1207165.0,0.0441,0.1752,0.3011
30,2021,129,1290000.0,8125,gaussian,4573287940.6,0.4363,0.1700,445271.3,0.7911,19235.5,1188735.0,0.0443,0.2187,0.2586
30,2021,129,1290000.0,8125,jensen,4399473950.2,0.4197,0.2015,443231.0,0.8186,17712.9,1188735.0,0.0448,0.2331,0.2431
30,2021,129,1290000.0,8125,curl,4565534557.0,0.4356,0.1714,446040.0,0.7938,18627.4,1188735.0,0.0439,0.2204,0.2601
31,2021,60,600000.0,8155,gaussian,2139985794.0,0.4374,0.1987,209516.3,0.7984,8375.0,552900.0,0.0682,0.2242,0.2698
31,2021,60,600000.0,8155,jensen,1971503997.2,0.4029,0.2618,208036.7,0.8605,7725.4,552900.0,0.0553,0.2586,0.2414
31,2021,60,600000.0,8155,curl,2113878437.6,0.4320,0.2085,209650.6,0.8088,7934.3,552900.0,0.0617,0.2282,0.2663
36,2021,116,1160000.0,7984,gaussian,3857352721.5,0.4165,0.1749,400622.9,0.8292,14285.8,1068940.0,0.0636,0.2311,0.2534
36,2021,116,1160000.0,7984,jensen,3727349162.6,0.4025,0.2027,398695.1,0.8540,14013.2,1068940.0,0.0582,0.2455,0.2381
36,2021,116,1160000.0,7984,curl,3854018432.9,0.4161,0.1756,400627.9,0.8299,14075.8,1068940.0,0.0552,0.2327,0.2521
40,2021,5,50000.0,7869,gaussian,227547808.5,0.5783,0.0082,17436.2,0.6030,1420.7,46075.0,0.0428,0.1417,0.4368
40,2021,5,50000.0,7869,jensen,227440735.3,0.5781,0.0087,17442.5,0.6035,1405.3,46075.0,0.0441,0.1418,0.4361
40,2021,5,50000.0,7869,curl,227481236.5,0.5782,0.0085,17440.0,0.6033,1416.1,46075.0,0.0433,0.1416,0.4365
43,2021,111,1110000.0,8083,gaussian,4366190840.7,0.4866,0.0949,387707.1,0.7178,20269.5,1022865.0,0.0436,0.1888,0.3128
43,2021,111,1110000.0,8083,jensen,4316812575.4,0.4811,0.1051,386608.8,0.7239,19541.7,1022865.0,0.0419,0.1931,0.3030
43,2021,111,1110000.0,8083,curl,4368307174.8,0.4869,0.0944,388015.5,0.7180,19985.9,1022865.0,0.0439,0.1893,0.3136
48,2021,102,1020000.0,8302,gaussian,4393044405.8,0.5188,0.0786,355207.4,0.6713,24341.5,939930.0,0.0594,0.1574,0.3508
48,2021,102,1020000.0,8302,jensen,4387483204.0,0.5181,0.0798,355472.6,0.6726,23495.0,939930.0,0.0563,0.1589,0.3496
48,2021,102,1020000.0,8302,curl,4405321584.0,0.5202,0.0761,355324.2,0.6696,24452.4,939930.0,0.0561,0.1560,0.3516
49,2021,101,1010000.0,8299,gaussian,3561468478.1,0.4249,0.2123,350138.5,0.8159,11199.0,930715.0,0.0709,0.2279,0.2573
49,2021,101,1010000.0,8299,jensen,3319454043.5,0.3960,0.2659,346044.5,0.8651,10282.9,930715.0,0.0658,0.2565,0.2282
49,2021,101,1010000.0,8299,curl,3537045227.5,0.4220,0.2177,349987.3,0.8212,10724.7,930715.0,0.0617,0.2308,0.2551
51,2021,91,910000.0,8139,gaussian,3579209332.1,0.4833,0.1137,319753.5,0.7271,18181.2,838565.0,0.0412,0.1864,0.3132
51,2021,91,910000.0,8139,jensen,3525155901.0,0.4760,0.1271,319132.4,0.7368,17458.0,838565.0,0.0399,0.1904,0.3035
51,2021,91,910000.0,8139,curl,3577424773.9,0.4830,0.1141,319952.4,0.7279,18073.6,838565.0,0.0415,0.1864,0.3142
53,2021,90,900000.0,8087,gaussian,3706873872.3,0.5093,0.0668,314633.4,0.6864,22456.4,829350.0,0.0479,0.1609,0.3424
53,2021,90,900000.0,8087,jensen,3704661695.7,0.5090,0.0673,314261.5,0.6860,22533.0,829350.0,0.0461,0.1611,0.3429
53,2021,90,900000.0,8087,curl,3714055258.9,0.5103,0.0650,314661.1,0.6851,22671.3,829350.0,0.0460,0.1598,0.3431
54,2021,89,890000.0,8101,gaussian,3044303621.2,0.4222,0.1868,308628.2,0.8213,11096.4,820135.0,0.0638,0.2380,0.2505
54,2021,89,890000.0,8101,jensen,2892098322.2,0.4011,0.2275,305588.1,0.8560,10486.8,820135.0,0.0549,0.2591,0.2312
54,2021,89,890000.0,8101,curl,3029242451.9,0.4202,0.1909,308570.8,0.8252,10760.4,820135.0,0.0596,0.2417,0.2492
55,2021,88,880000.0,8134,gaussian,3379247233.8,0.4721,0.1530,314013.3,0.7558,14347.1,810920.0,0.0775,0.2070,0.3125
55,2021,88,880000.0,8134,jensen,3231921259.9,0.4515,0.1899,313517.2,0.7891,11901.3,810920.0,0.0729,0.2231,0.2935
55,2021,88,880000.0,8134,curl,3360841471.8,0.4695,0.1576,313937.6,0.7598,13510.4,810920.0,0.0690,0.2078,0.3125
58,2021,2,20000.0,8045,gaussian,69857668.3,0.4342,0.0004,6526.0,0.7516,574.0,18430.0,0.0415,0.1717,0.2328
58,2021,2,20000.0,8045,jensen,69868348.4,0.4342,0.0002,6526.4,0.7515,574.1,18430.0,0.0415,0.1717,0.2328
58,2021,2,20000.0,8045,curl,69861080.0,0.4342,0.0003,6526.2,0.7515,573.8,18430.0,0.0415,0.1717,0.2328
59,2021,80,800000.0,8157,gaussian,3076952518.0,0.4715,0.1900,285308.9,0.7564,12152.8,737200.0,0.0861,0.2061,0.3100
59,2021,80,800000.0,8157,jensen,2882828071.5,0.4418,0.2411,284119.5,0.8039,11066.1,737200.0,0.0728,0.2392,0.2818
59,2021,80,800000.0,8157,curl,3055032772.1,0.4682,0.1958,285299.8,0.7618,11476.2,737200.0,0.0718,0.2090,0.3077
60,2021,80,800000.0,8186,gaussian,3546703276.4,0.5416,0.0775,279183.9,0.6444,21546.0,737200.0,0.0461,0.1435,0.3846
60,2021,80,800000.0,8186,jensen,3524705842.4,0.5382,0.0832,279708.2,0.6496,20797.1,737200.0,0.0439,0.1466,0.3811
60,2021,80,800000.0,8186,curl,3548345490.1,0.5418,0.0771,279503.8,0.6448,21362.2,737200.0,0.0452,0.1437,0.3849
61,2021,80,800000.0,8156,gaussian,3310310924.1,0.5073,0.1405,280103.9,0.6901,18446.9,737200.0,0.0514,0.1656,0.3394
61,2021,80,800000.0,8156,jensen,3192637387.6,0.4893,0.1710,280030.3,0.7154,16522.4,737200.0,0.0462,0.1806,0.3155
61,2021,80,800000.0,8156,curl,3296028927.7,0.5052,0.1442,280496.1,0.6941,17889.8,737200.0,0.0486,0.1683,0.3378
65,2021,75,750000.0,8154,gaussian,3018783515.4,0.4936,0.1352,264865.6,0.7154,13306.1,691125.0,0.0432,0.1843,0.3326
65,2021,75,750000.0,8154,jensen,2927159751.7,0.4786,0.1614,265209.1,0.7388,12450.8,691125.0,0.0417,0.1981,0.3167
65,2021,75,750000.0,8154,curl,3010215027.8,0.4922,0.1376,265385.7,0.7189,13258.8,691125.0,0.0429,0.1869,0.3319
67,2021,73,730000.0,8044,gaussian,2377282412.2,0.4048,0.2131,251921.5,0.8524,8875.8,672695.0,0.0693,0.2552,0.2374
67,2021,73,730000.0,8044,jensen,2210912513.8,0.3765,0.2681,248775.4,0.9051,8191.8,672695.0,0.0612,0.2921,0.2111
67,2021,73,730000.0,8044,curl,2354148968.9,0.4009,0.2207,251530.1,0.8595,8461.5,672695.0,0.0610,0.2602,0.2348
68,2021,72,720000.0,8168,gaussian,3211030714.9,0.5460,0.0757,252188.5,0.6415,20325.7,663480.0,0.0667,0.1437,0.3923
68,2021,72,720000.0,8168,jensen,3177927721.9,0.5404,0.0852,252224.6,0.6483,21100.4,663480.0,0.0606,0.1485,0.3839
68,2021,72,720000.0,8168,curl,3206724163.1,0.5453,0.0769,252115.9,0.6422,20953.2,663480.0,0.0610,0.1442,0.3907
73,2021,67,670000.0,8154,gaussian,2761235384.6,0.5054,0.0944,236169.8,0.6974,14851.9,617405.0,0.0534,0.1684,0.3419
73,2021,67,670000.0,8154,jensen,2738469358.9,0.5013,0.1018,236277.8,0.7035,13672.8,617405.0,0.0513,0.1714,0.3358
73,2021,67,670000.0,8154,curl,2763193974.5,0.5058,0.0937,236347.1,0.6974,14531.6,617405.0,0.0531,0.1680,0.3436
80,2021,60,600000.0,7803,gaussian,2295912670.7,0.4904,0.0737,216286.5,0.7351,10055.5,552900.0,0.0417,0.2015,0.3438
80,2021,60,600000.0,7803,jensen,2285197979.7,0.4881,0.0781,216177.6,0.7382,10052.1,552900.0,0.0419,0.2022,0.3406
80,2021,60,600000.0,7803,curl,2296851254.8,0.4906,0.0733,216393.4,0.7351,10071.0,552900.0,0.0417,0.2011,0.3444
